,Temps,pressure station,slp,temperature,dew point,chill,precip1,precip2,precip3,humidite,dir_wind,mod_wind
0,12-15,1051.0,1051.0,11.7,1.9,11.7,1.67,8.84,10.38,51.0,251.0,15.0
