Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
16-08-26_00,22.3,26.4,23.9,0.0,208.0,2.0
16-08-27_00,22.6,27.7,25.1,0.0,270.0,3.0
16-08-28_00,18.8,25.3,22.0,0.0,98.0,2.0
16-08-29_00,19.6,28.0,23.3,0.0,155.0,2.0
16-08-30_00,19.2,25.7,22.2,0.0,282.0,3.0
16-08-31_00,19.4,25.1,22.1,0.0,237.0,2.0
16-09-01_00,19.8,25.4,22.2,0.0,266.0,3.0
16-09-02_00,16.6,23.7,19.9,0.0,267.0,2.0
16-09-03_00,15.1,21.8,18.3,0.0,236.0,2.0
16-09-04_00,13.9,23.2,18.8,0.0,222.0,1.0
16-09-05_00,16.6,25.9,21.3,0.0,182.0,1.0
16-09-06_00,17.4,27.8,22.7,0.0,156.0,1.0
16-09-07_00,18.7,28.8,23.9,0.0,177.0,1.0
16-09-08_00,19.7,29.7,25.0,0.0,179.0,2.0
16-09-09_00,22.1,25.6,23.9,0.0,187.0,2.0
16-09-10_00,21.6,26.9,24.0,0.0,279.0,4.0
16-09-11_00,19.6,27.0,23.9,0.0,137.0,3.0
16-09-12_00,15.2,25.1,18.5,0.0,265.0,5.0
16-09-13_00,14.2,22.7,18.7,0.0,254.0,4.0
16-09-14_00,15.8,26.7,21.5,0.0,249.0,3.0
16-09-15_00,12.7,22.3,18.7,0.0,275.0,3.0
16-09-16_00,9.6,17.9,14.1,0.0,237.0,2.0
16-09-17_00,11.8,21.2,16.9,0.0,170.0,2.0
16-09-18_00,15.7,22.3,19.4,0.0,170.0,3.0
16-09-19_00,20.4,26.4,22.9,0.0,254.0,2.0
16-09-20_00,16.6,26.5,22.5,0.0,183.0,1.0
16-09-21_00,14.6,26.3,20.8,0.0,223.0,2.0
16-09-22_00,16.1,25.7,21.0,0.0,265.0,4.0
16-09-23_00,12.3,20.7,17.7,0.0,131.0,3.0
16-09-24_00,11.2,18.5,14.3,0.0,190.0,2.0
16-09-25_00,9.7,17.0,12.8,0.0,290.0,3.0
16-09-26_00,6.9,17.5,12.2,0.0,226.0,2.0
16-09-27_00,8.3,17.5,13.5,0.0,122.0,2.0
16-09-28_00,13.3,20.8,16.6,0.0,189.0,2.0
16-09-29_00,10.3,19.8,14.3,0.0,98.0,3.0
16-09-30_00,8.2,17.7,12.8,0.0,94.0,3.0
16-10-01_00,8.3,18.9,13.8,0.0,95.0,2.0
16-10-02_00,12.2,18.5,14.8,0.0,105.0,2.0
16-10-03_00,13.3,15.5,14.5,0.0,170.0,1.0
16-10-04_00,10.3,18.8,15.2,0.0,135.0,2.0
16-10-05_00,6.8,18.6,13.2,0.0,163.0,2.0
16-10-06_00,10.6,20.5,15.6,0.0,142.0,1.0
16-10-07_00,13.2,23.1,18.3,0.0,206.0,1.0
16-10-08_00,14.0,24.0,18.7,0.0,148.0,2.0
16-10-09_00,12.4,18.4,15.7,0.0,211.0,3.0
16-10-10_00,6.5,13.4,10.9,0.0,249.0,3.0
16-10-11_00,3.5,11.5,7.9,0.0,271.0,3.0
16-10-12_00,6.9,17.2,12.2,0.0,196.0,2.0
16-10-13_00,11.7,19.6,15.1,0.0,173.0,3.0
16-10-14_00,5.6,14.8,11.3,0.0,225.0,4.0
16-10-15_00,3.4,10.8,7.4,0.0,261.0,2.0
16-10-16_00,5.5,15.1,10.4,0.0,151.0,3.0
16-10-17_00,11.8,18.2,14.3,0.0,208.0,3.0
16-10-18_00,9.2,16.2,12.1,0.0,130.0,3.0
16-10-19_00,8.7,26.2,17.0,0.0,165.0,2.0
16-10-20_00,12.5,18.0,14.6,0.0,269.0,3.0
16-10-21_00,10.3,13.2,11.5,0.0,106.0,2.0
16-10-22_00,7.9,10.7,9.6,0.0,134.0,4.0
16-10-23_00,2.2,8.4,6.5,0.0,290.0,4.0
16-10-24_00,2.5,10.0,6.2,0.0,276.0,7.0
16-10-25_00,3.6,6.6,5.3,0.0,281.0,6.0
16-10-26_00,2.2,6.4,4.2,0.0,285.0,4.0
16-10-27_00,0.4,3.7,2.2,0.0,261.0,2.0
16-10-28_00,-0.0,6.6,2.7,0.0,95.0,3.0
16-10-29_00,3.3,6.0,4.6,0.0,185.0,2.0
16-10-30_00,3.3,7.4,5.3,0.0,202.0,3.0
16-10-31_00,4.9,7.2,5.8,0.0,279.0,2.0
16-11-01_00,2.7,5.0,3.9,0.0,264.0,2.0
16-11-02_00,0.5,11.7,6.2,0.0,148.0,3.0
16-11-03_00,7.2,15.5,12.3,0.0,195.0,2.0
16-11-04_00,6.9,11.8,9.6,0.0,186.0,2.0
16-11-05_00,1.8,6.9,3.8,0.0,272.0,3.0
16-11-06_00,2.5,8.7,6.1,0.0,269.0,2.0
16-11-07_00,3.7,8.9,5.8,0.0,202.0,2.0
16-11-08_00,2.0,10.9,6.5,0.0,190.0,2.0
16-11-09_00,5.1,15.4,10.4,0.0,178.0,2.0
16-11-10_00,0.9,11.8,7.0,0.0,243.0,3.0
16-11-11_00,0.5,11.9,3.8,0.0,238.0,3.0
16-11-12_00,2.2,12.4,7.5,0.0,275.0,5.0
16-11-13_00,0.5,5.8,2.2,0.0,272.0,3.0
16-11-14_00,5.8,11.0,8.4,0.0,254.0,4.0
16-11-15_00,8.5,13.1,10.0,0.0,250.0,3.0
16-11-16_00,5.4,12.6,9.1,0.0,156.0,1.0
16-11-17_00,6.0,9.8,7.3,0.0,184.0,3.0
16-11-18_00,6.9,10.4,8.1,0.0,280.0,3.0
16-11-19_00,4.1,7.7,5.5,0.0,147.0,1.0
16-11-20_00,1.7,10.5,5.7,0.0,171.0,2.0
16-11-21_00,-0.4,7.3,2.9,0.0,272.0,4.0
16-11-22_00,-2.3,-0.4,-1.4,0.0,271.0,7.0
16-11-23_00,-1.9,0.0,-1.0,0.0,286.0,6.0
16-11-24_00,-2.6,0.7,-0.9,0.0,272.0,4.0
16-11-25_00,-1.8,0.9,-0.5,0.0,79.0,3.0
16-11-26_00,0.4,2.8,1.2,0.0,156.0,1.0
16-11-27_00,1.4,3.4,2.3,0.0,259.0,2.0
16-11-28_00,-0.1,2.2,1.0,0.0,283.0,3.0
16-11-29_00,-1.9,0.1,-1.0,0.0,194.0,2.0
16-11-30_00,-1.9,2.9,0.9,0.0,131.0,2.0
16-12-01_00,1.7,8.4,3.8,0.0,113.0,2.0
16-12-02_00,5.1,9.0,6.7,0.0,218.0,4.0
16-12-03_00,2.4,6.0,4.3,0.0,263.0,4.0
16-12-04_00,-0.2,3.2,1.7,0.0,289.0,4.0
16-12-05_00,-2.8,1.9,-0.7,0.0,240.0,2.0
16-12-06_00,-4.2,-1.5,-3.1,0.0,167.0,2.0
16-12-07_00,-1.7,1.7,-0.3,0.0,176.0,2.0
16-12-08_00,-2.2,4.0,1.2,0.0,177.0,2.0
16-12-09_00,-2.3,2.9,1.0,0.0,253.0,3.0
16-12-10_00,-6.6,-2.3,-4.5,0.0,285.0,4.0
16-12-11_00,-7.7,-4.8,-6.4,0.0,280.0,3.0
16-12-12_00,-8.2,-4.1,-6.0,0.0,151.0,2.0
16-12-13_00,-6.1,-2.5,-4.4,0.0,190.0,2.0
16-12-14_00,-5.2,1.9,-1.7,0.0,219.0,3.0
16-12-15_00,-6.9,-0.1,-3.9,0.0,258.0,3.0
16-12-16_00,-19.7,-6.6,-12.8,0.0,285.0,5.0
16-12-17_00,-22.3,-14.2,-18.5,0.0,217.0,3.0
16-12-18_00,-14.9,-7.0,-10.5,0.0,161.0,2.0
16-12-19_00,-15.1,-3.5,-6.9,0.0,244.0,4.0
16-12-20_00,-18.2,-9.8,-15.1,0.0,175.0,2.0
16-12-21_00,-9.8,-2.6,-5.8,0.0,189.0,3.0
16-12-22_00,-2.6,2.6,1.1,0.0,251.0,3.0
16-12-23_00,-0.0,1.7,0.9,0.0,209.0,2.0
16-12-24_00,0.5,2.7,1.6,0.0,250.0,3.0
16-12-25_00,0.1,3.5,2.4,0.0,230.0,4.0
16-12-26_00,-9.1,3.6,-3.5,0.0,221.0,3.0
16-12-27_00,-12.9,2.2,-6.7,0.0,101.0,3.0
16-12-28_00,0.4,8.0,3.4,0.0,254.0,4.0
16-12-29_00,-7.2,0.4,-3.6,0.0,245.0,3.0
16-12-30_00,-7.2,0.5,-3.2,0.0,123.0,3.0
16-12-31_00,-9.7,-0.6,-4.6,0.0,283.0,6.0
17-01-01_00,-12.0,-7.0,-10.1,0.0,174.0,2.0
17-01-02_00,-7.0,0.5,-2.3,0.0,239.0,3.0
17-01-03_00,-4.8,2.3,-1.1,0.0,166.0,2.0
17-01-04_00,-5.2,0.8,-2.2,0.0,132.0,2.0
17-01-05_00,-4.2,3.0,-0.8,0.0,210.0,3.0
17-01-06_00,-10.5,-3.9,-6.6,0.0,270.0,5.0
17-01-07_00,-9.8,-6.9,-8.3,0.0,271.0,3.0
17-01-08_00,-13.6,-8.3,-10.6,0.0,188.0,2.0
17-01-09_00,-16.9,-10.2,-13.8,0.0,217.0,3.0
17-01-10_00,-18.1,-6.7,-12.6,0.0,203.0,3.0
17-01-11_00,-7.3,2.1,-4.1,0.0,146.0,5.0
17-01-12_00,2.1,6.5,4.5,0.0,207.0,4.0
17-01-13_00,0.9,7.2,5.1,0.0,211.0,3.0
17-01-14_00,-13.6,0.9,-6.2,0.0,286.0,6.0
17-01-15_00,-16.2,-6.1,-11.8,0.0,212.0,2.0
17-01-16_00,-9.6,-5.9,-7.7,0.0,265.0,3.0
17-01-17_00,-7.9,2.9,-1.5,0.0,239.0,4.0
17-01-18_00,-5.3,0.4,-1.4,0.0,131.0,3.0
17-01-19_00,-5.3,0.0,-2.8,0.0,190.0,2.0
17-01-20_00,-0.7,2.7,1.7,0.0,270.0,3.0
17-01-21_00,1.4,2.6,2.2,0.0,155.0,2.0
17-01-22_00,1.4,3.6,2.5,0.0,176.0,1.0
17-01-23_00,-2.1,2.4,0.8,0.0,65.0,3.0
17-01-24_00,-3.4,0.4,-1.5,0.0,64.0,3.0
17-01-25_00,-3.7,-1.6,-2.9,0.0,75.0,4.0
17-01-26_00,-2.1,0.5,-1.0,0.0,256.0,3.0
17-01-27_00,0.3,1.7,1.1,0.0,250.0,3.0
17-01-28_00,-2.8,1.3,-0.5,0.0,276.0,6.0
17-01-29_00,-2.3,0.7,-0.7,0.0,271.0,4.0
17-01-30_00,-4.6,0.4,-1.5,0.0,260.0,3.0
17-01-31_00,-11.7,-4.5,-8.7,0.0,278.0,3.0
17-02-01_00,-12.0,-6.7,-9.9,0.0,169.0,2.0
17-02-02_00,-12.5,-5.4,-9.0,0.0,200.0,2.0
17-02-03_00,-10.6,-3.7,-7.1,0.0,265.0,4.0
17-02-04_00,-8.7,-5.0,-6.5,0.0,279.0,4.0
17-02-05_00,-10.2,-2.7,-6.2,0.0,270.0,4.0
17-02-06_00,-4.8,0.0,-2.2,0.0,226.0,3.0
17-02-07_00,-13.4,-4.7,-10.4,0.0,255.0,3.0
17-02-08_00,-12.4,-1.0,-9.6,0.0,75.0,3.0
17-02-09_00,-8.1,4.3,-0.8,0.0,253.0,5.0
17-02-10_00,-15.2,-8.1,-12.5,0.0,218.0,3.0
17-02-11_00,-16.1,-12.1,-14.0,0.0,257.0,5.0
17-02-12_00,-14.0,-9.3,-11.9,0.0,120.0,3.0
17-02-13_00,-13.1,-3.3,-9.0,0.0,124.0,2.0
17-02-14_00,-7.9,-2.7,-4.9,0.0,208.0,3.0
17-02-15_00,-8.0,-3.2,-5.1,0.0,181.0,3.0
17-02-16_00,-5.7,-2.8,-4.4,0.0,186.0,2.0
17-02-17_00,-4.7,-1.5,-3.4,0.0,282.0,3.0
17-02-18_00,-7.1,-2.7,-4.7,0.0,274.0,5.0
17-02-19_00,-4.4,8.8,1.7,0.0,201.0,4.0
17-02-20_00,1.2,8.7,5.4,0.0,276.0,5.0
17-02-21_00,-3.5,2.8,-0.3,0.0,246.0,2.0
17-02-22_00,-5.5,4.4,0.4,0.0,148.0,3.0
17-02-23_00,2.5,7.8,4.9,0.0,165.0,1.0
17-02-24_00,2.8,13.7,9.1,0.0,204.0,3.0
17-02-25_00,1.2,7.7,3.9,0.0,154.0,2.0
17-02-26_00,0.8,12.9,3.5,0.0,175.0,3.0
17-02-27_00,-5.0,3.3,-1.7,0.0,263.0,5.0
17-02-28_00,-0.9,5.7,3.5,0.0,257.0,4.0
17-03-01_00,-0.1,8.5,4.1,0.0,134.0,2.0
17-03-02_00,3.0,9.2,6.2,0.0,156.0,1.0
17-03-03_00,-9.4,6.0,-4.6,0.0,276.0,6.0
17-03-04_00,-13.9,-7.2,-10.7,0.0,282.0,4.0
17-03-05_00,-18.2,-12.0,-14.7,0.0,278.0,4.0
17-03-06_00,-16.3,-6.0,-10.9,0.0,267.0,2.0
17-03-07_00,-8.7,0.3,-4.5,0.0,117.0,2.0
17-03-08_00,-2.4,6.8,3.1,0.0,124.0,3.0
17-03-09_00,3.6,12.2,6.7,0.0,244.0,3.0
17-03-10_00,-3.5,4.1,-1.5,0.0,282.0,6.0
17-03-11_00,-16.0,-3.3,-8.3,0.0,152.0,4.0
17-03-12_00,-20.7,-15.0,-17.6,0.0,286.0,5.0
17-03-13_00,-17.0,-10.4,-13.7,0.0,286.0,5.0
17-03-14_00,-14.7,-7.7,-10.8,0.0,270.0,2.0
17-03-15_00,-8.8,-6.8,-8.0,0.0,79.0,5.0
17-03-16_00,-7.5,-3.4,-5.6,0.0,295.0,4.0
17-03-17_00,-9.6,-2.7,-6.4,0.0,273.0,5.0
17-03-18_00,-7.7,-1.5,-4.3,0.0,249.0,2.0
17-03-19_00,-8.6,1.4,-3.3,0.0,119.0,2.0
17-03-20_00,-5.7,4.2,-0.4,0.0,183.0,2.0
17-03-21_00,-2.3,6.4,2.6,0.0,200.0,2.0
17-03-22_00,1.4,5.1,3.2,0.0,234.0,2.0
17-03-23_00,-13.1,1.4,-8.4,0.0,287.0,5.0
17-03-24_00,-9.2,1.0,-3.9,0.0,272.0,3.0
17-03-25_00,-2.2,0.3,-0.6,0.0,189.0,2.0
17-03-26_00,-1.0,3.7,0.8,0.0,177.0,2.0
17-03-27_00,-6.0,1.3,-1.7,0.0,75.0,3.0
17-03-28_00,0.8,4.6,3.3,0.0,148.0,3.0
17-03-29_00,1.7,5.8,3.5,0.0,201.0,1.0
17-03-30_00,3.0,6.8,4.2,0.0,279.0,3.0
17-03-31_00,0.6,6.8,3.3,0.0,130.0,2.0
17-04-01_00,0.3,5.3,2.2,0.0,78.0,3.0
17-04-02_00,0.4,3.0,1.5,0.0,118.0,2.0
17-04-03_00,1.3,10.2,4.9,0.0,257.0,2.0
17-04-04_00,0.3,8.2,4.4,0.0,84.0,2.0
17-04-05_00,2.8,5.8,4.6,0.0,120.0,3.0
17-04-06_00,4.1,8.2,5.8,0.0,215.0,3.0
17-04-07_00,2.2,6.0,3.8,0.0,80.0,3.0
17-04-08_00,0.0,5.4,3.6,0.0,247.0,3.0
17-04-09_00,0.0,8.2,4.1,0.0,255.0,4.0
17-04-10_00,3.7,17.1,10.4,0.0,204.0,2.0
17-04-11_00,11.9,26.2,18.2,0.0,202.0,3.0
17-04-12_00,5.2,17.7,9.0,0.0,135.0,3.0
17-04-13_00,4.4,10.5,7.2,0.0,224.0,3.0
17-04-14_00,4.3,14.4,8.9,0.0,285.0,4.0
17-04-15_00,6.2,14.9,10.9,0.0,236.0,2.0
17-04-16_00,6.3,19.6,12.9,0.0,178.0,2.0
17-04-17_00,9.0,16.0,13.4,0.0,193.0,3.0
17-04-18_00,4.5,9.0,7.2,0.0,264.0,4.0
17-04-19_00,2.6,9.9,6.2,0.0,142.0,3.0
17-04-20_00,6.0,10.1,7.9,0.0,158.0,3.0
17-04-21_00,6.1,9.8,8.2,0.0,129.0,3.0
17-04-22_00,7.2,11.5,9.6,0.0,143.0,3.0
17-04-23_00,7.0,10.3,8.7,0.0,277.0,3.0
17-04-24_00,6.1,18.5,11.3,0.0,245.0,3.0
17-04-25_00,0.1,9.4,4.9,0.0,84.0,3.0
17-04-26_00,3.1,13.1,8.5,0.0,89.0,3.0
17-04-27_00,9.1,16.3,11.9,0.0,114.0,2.0
17-04-28_00,10.1,24.5,15.8,0.0,136.0,2.0
17-04-29_00,10.7,20.9,16.1,0.0,233.0,3.0
17-04-30_00,5.8,18.7,14.4,0.0,261.0,5.0
17-05-01_00,3.0,7.5,5.4,0.0,107.0,3.0
17-05-02_00,5.6,10.1,8.2,0.0,92.0,3.0
17-05-03_00,8.7,16.5,12.5,0.0,232.0,3.0
17-05-04_00,5.9,13.3,9.4,0.0,282.0,5.0
17-05-05_00,7.7,16.4,12.4,0.0,169.0,2.0
17-05-06_00,7.4,11.1,8.7,0.0,104.0,4.0
17-05-07_00,7.2,21.0,13.8,0.0,141.0,3.0
17-05-08_00,4.9,12.9,8.3,0.0,262.0,4.0
17-05-09_00,2.1,5.0,3.5,0.0,277.0,4.0
17-05-10_00,2.4,8.1,5.2,0.0,245.0,2.0
17-05-11_00,4.9,12.2,8.9,0.0,169.0,2.0
17-05-12_00,7.0,13.6,10.1,0.0,71.0,3.0
17-05-13_00,8.4,18.2,13.5,0.0,91.0,2.0
17-05-14_00,11.3,18.2,14.3,0.0,172.0,3.0
17-05-15_00,8.7,12.2,10.4,0.0,129.0,3.0
17-05-16_00,9.7,22.4,16.3,0.0,241.0,3.0
17-05-17_00,12.2,22.6,17.3,0.7,274.0,4.0
17-05-18_00,15.3,29.8,22.9,0.1,214.0,4.0
17-05-19_00,21.4,30.3,25.9,0.1,240.0,4.0
17-05-20_00,9.6,21.4,15.6,0.0,221.0,4.0
17-05-21_00,7.0,18.9,12.9,0.0,119.0,3.0
17-05-22_00,10.7,20.5,16.1,0.0,102.0,2.0
17-05-23_00,9.9,14.8,12.0,6.7,155.0,4.0
17-05-24_00,11.9,20.8,16.6,0.0,247.0,2.0
17-05-25_00,13.6,24.7,19.6,0.0,98.0,2.0
17-05-26_00,13.1,21.0,16.1,10.7,126.0,3.0
17-05-27_00,12.3,15.1,13.5,2.1,103.0,3.0
17-05-28_00,13.2,22.8,18.1,0.0,242.0,2.0
17-05-29_00,14.8,26.3,20.8,0.0,166.0,2.0
17-05-30_00,12.9,19.5,15.3,8.7,119.0,4.0
17-05-31_00,13.0,17.9,15.1,5.6,148.0,3.0
17-06-01_00,14.3,23.4,18.3,2.1,218.0,3.0
17-06-02_00,12.6,17.8,15.7,0.1,260.0,4.0
17-06-03_00,9.7,15.3,11.8,1.0,275.0,4.0
17-06-04_00,10.1,18.0,13.7,0.0,285.0,3.0
17-06-05_00,14.0,23.1,17.6,0.0,232.0,2.0
17-06-06_00,12.1,16.6,14.6,41.7,92.0,3.0
17-06-07_00,11.1,16.5,13.2,14.7,129.0,3.0
17-06-08_00,12.5,25.2,19.1,0.0,241.0,4.0
17-06-09_00,16.4,28.4,22.5,0.0,241.0,3.0
17-06-10_00,18.2,25.7,22.0,0.0,276.0,5.0
17-06-11_00,15.1,25.4,20.9,0.0,186.0,2.0
17-06-12_00,22.1,29.3,26.3,0.1,250.0,5.0
17-06-13_00,20.9,31.4,26.8,0.3,249.0,4.0
17-06-14_00,19.3,27.8,24.6,0.0,227.0,3.0
17-06-15_00,13.2,21.7,17.1,0.0,117.0,3.0
17-06-16_00,13.2,23.6,18.8,0.0,86.0,3.0
17-06-17_00,14.7,18.7,17.0,29.0,154.0,3.0
17-06-18_00,17.3,28.2,22.3,0.0,151.0,3.0
17-06-19_00,21.9,31.4,26.6,0.0,173.0,3.0
17-06-20_00,21.5,25.8,23.9,0.0,229.0,2.0
17-06-21_00,17.7,23.9,21.0,14.5,240.0,3.0
17-06-22_00,16.2,22.7,19.2,0.1,258.0,4.0
17-06-23_00,16.5,24.6,20.9,0.0,253.0,3.0
17-06-24_00,17.2,25.7,21.2,12.9,207.0,2.0
17-06-25_00,18.7,26.4,22.2,0.0,271.0,3.0
17-06-26_00,15.4,23.5,18.7,0.0,256.0,3.0
17-06-27_00,14.1,22.3,18.5,1.9,268.0,3.0
17-06-28_00,14.6,21.4,17.2,2.8,225.0,2.0
17-06-29_00,14.3,22.3,18.2,0.0,264.0,4.0
17-06-30_00,16.0,21.6,18.0,1.1,203.0,3.0
17-07-01_00,16.3,23.3,19.8,8.8,143.0,2.0
17-07-02_00,20.1,24.5,22.1,2.4,189.0,2.0
17-07-03_00,18.8,23.8,21.0,0.0,255.0,4.0
17-07-04_00,17.3,25.0,21.2,0.0,274.0,4.0
17-07-05_00,18.2,27.7,22.8,0.0,245.0,2.0
17-07-06_00,18.9,28.1,24.5,0.0,222.0,1.0
17-07-07_00,20.6,28.5,25.1,0.0,219.0,3.0
17-07-08_00,20.5,27.1,23.6,7.6,230.0,2.0
17-07-09_00,17.3,24.2,20.6,29.0,211.0,3.0
17-07-10_00,17.4,24.3,20.4,0.0,259.0,4.0
17-07-11_00,18.0,24.7,21.6,1.3,236.0,2.0
17-07-12_00,20.4,27.5,23.5,0.0,248.0,3.0
17-07-13_00,16.7,21.7,19.3,0.0,102.0,3.0
17-07-14_00,14.9,24.0,18.8,0.0,85.0,3.0
17-07-15_00,16.1,21.3,18.5,5.2,106.0,2.0
17-07-16_00,17.8,26.8,21.9,0.2,259.0,2.0
17-07-17_00,20.2,26.6,23.4,0.0,226.0,3.0
17-07-18_00,20.0,25.7,22.2,0.6,107.0,2.0
17-07-19_00,19.3,29.1,24.4,0.0,223.0,2.0
17-07-20_00,21.4,27.4,24.4,1.1,260.0,3.0
17-07-21_00,21.7,28.9,24.3,0.0,247.0,2.0
17-07-22_00,19.6,27.5,23.6,6.2,268.0,5.0
17-07-23_00,18.2,26.0,22.1,0.0,193.0,2.0
17-07-24_00,16.7,24.8,20.7,0.0,79.0,2.0
17-07-25_00,14.2,20.3,16.4,15.4,88.0,3.0
17-07-26_00,14.0,24.0,18.7,4.0,141.0,2.0
17-07-27_00,17.0,23.8,21.1,0.0,227.0,2.0
17-07-28_00,18.5,25.8,21.9,0.0,256.0,3.0
17-07-29_00,17.0,25.0,20.9,0.0,257.0,2.0
17-07-30_00,15.6,24.8,20.2,0.0,150.0,2.0
17-07-31_00,17.1,26.8,22.7,0.0,255.0,2.0
17-08-01_00,20.2,28.6,24.0,7.4,254.0,2.0
17-08-02_00,19.6,28.4,24.2,0.0,229.0,2.0
17-08-03_00,21.3,30.6,25.2,12.2,190.0,2.0
17-08-04_00,20.4,28.2,24.2,0.0,184.0,2.0
17-08-05_00,20.1,28.0,23.2,12.7,159.0,3.0
17-08-06_00,17.9,25.1,21.0,10.8,225.0,3.0
17-08-07_00,14.3,21.2,17.7,0.1,278.0,5.0
17-08-08_00,15.2,22.2,18.5,1.2,151.0,2.0
17-08-09_00,15.2,24.2,20.1,0.0,232.0,2.0
17-08-10_00,18.2,24.1,21.1,0.0,263.0,4.0
17-08-11_00,17.9,25.7,22.2,0.0,160.0,2.0
17-08-12_00,20.1,28.3,24.1,0.2,151.0,2.0
17-08-13_00,18.0,26.7,21.7,9.4,206.0,3.0
17-08-14_00,18.1,26.5,22.3,1.1,277.0,4.0
17-08-15_00,19.0,26.6,22.9,0.0,233.0,3.0
17-08-16_00,18.3,25.5,21.7,5.5,238.0,3.0
17-08-17_00,16.7,23.0,20.0,0.0,274.0,3.0
17-08-18_00,17.4,25.6,21.6,0.0,237.0,3.0
17-08-19_00,16.7,22.3,19.8,17.6,125.0,2.0
17-08-20_00,21.3,26.3,23.1,0.0,240.0,3.0
17-08-21_00,18.5,25.8,22.4,0.0,273.0,4.0
17-08-22_00,20.4,28.4,24.6,0.0,258.0,4.0
17-08-23_00,21.1,27.4,23.2,13.2,201.0,3.0
17-08-24_00,17.0,22.6,19.7,0.0,267.0,5.0
17-08-25_00,14.6,20.7,17.5,11.7,283.0,3.0
17-08-26_00,13.8,21.6,17.5,23.1,284.0,3.0
17-08-27_00,14.0,21.2,18.0,25.9,206.0,1.0
17-08-28_00,13.6,22.6,18.7,34.9,167.0,1.0
17-08-29_00,14.0,24.2,19.8,27.0,121.0,2.0
17-08-30_00,17.0,24.3,20.2,22.6,154.0,2.0
17-08-31_00,14.8,23.7,19.4,24.3,179.0,2.0
17-09-01_00,10.5,19.8,16.1,12.9,282.0,4.0
17-09-02_00,8.0,17.9,12.8,23.1,286.0,4.0
17-09-03_00,11.3,21.1,16.2,0.0,190.0,2.0
17-09-04_00,12.1,15.7,13.4,26.7,148.0,3.0
17-09-05_00,13.5,24.9,18.8,1.1,231.0,3.0
17-09-06_00,17.4,21.0,19.1,0.9,239.0,2.0
17-09-07_00,15.5,18.1,17.0,0.0,158.0,2.0
17-09-08_00,14.4,19.4,16.1,12.0,196.0,3.0
17-09-09_00,13.3,18.2,15.1,0.0,274.0,4.0
17-09-10_00,12.7,21.1,16.2,3.1,238.0,2.0
17-09-11_00,11.4,20.3,15.9,0.0,282.0,3.0
17-09-12_00,14.8,23.1,19.0,0.0,236.0,3.0
17-09-13_00,15.2,24.2,19.6,0.0,254.0,4.0
17-09-14_00,16.9,26.3,21.5,0.0,243.0,2.0
17-09-15_00,18.8,28.4,23.4,0.0,196.0,1.0
17-09-16_00,17.4,26.6,22.2,0.0,134.0,1.0
17-09-17_00,20.5,27.0,23.6,0.0,235.0,2.0
17-09-18_00,20.4,28.3,24.1,0.0,222.0,2.0
17-09-19_00,16.8,26.9,22.0,0.0,117.0,1.0
17-09-20_00,20.3,27.5,23.6,0.0,150.0,2.0
17-09-21_00,19.0,26.3,22.1,0.0,116.0,2.0
17-09-22_00,16.0,26.0,20.8,0.0,140.0,2.0
17-09-23_00,15.6,26.5,21.2,0.0,177.0,2.0
17-09-24_00,19.4,29.0,24.4,0.0,215.0,2.0
17-09-25_00,21.1,31.0,26.2,0.0,215.0,2.0
17-09-26_00,23.2,32.1,27.7,0.0,218.0,2.0
17-09-27_00,23.9,30.3,27.5,0.0,229.0,1.0
17-09-28_00,19.6,31.4,25.3,4.6,242.0,4.0
17-09-29_00,11.2,19.6,14.7,0.0,288.0,3.0
17-09-30_00,8.4,14.6,11.7,0.0,179.0,2.0
17-10-01_00,7.4,15.9,11.9,0.0,207.0,3.0
17-10-02_00,8.6,17.7,13.5,0.0,268.0,4.0
17-10-03_00,12.1,19.9,15.7,0.0,162.0,2.0
17-10-04_00,8.5,22.6,15.9,0.0,165.0,2.0
17-10-05_00,14.5,25.1,19.5,7.3,234.0,3.0
17-10-06_00,14.5,18.9,16.8,0.0,273.0,3.0
17-10-07_00,13.4,18.5,15.7,0.0,253.0,2.0
17-10-08_00,12.9,20.2,17.0,3.2,139.0,2.0
17-10-09_00,19.1,23.7,21.1,7.6,223.0,4.0
17-10-10_00,16.4,19.2,17.5,30.8,188.0,2.0
17-10-11_00,15.1,21.5,17.7,0.0,267.0,4.0
17-10-12_00,9.2,15.1,10.9,0.0,131.0,3.0
17-10-13_00,7.3,16.0,11.6,0.0,86.0,2.0
17-10-14_00,8.6,17.2,13.6,0.0,161.0,3.0
17-10-15_00,14.1,18.8,16.6,0.1,235.0,2.0
17-10-16_00,9.3,24.3,17.6,13.0,180.0,3.0
17-10-17_00,5.0,9.4,7.2,0.0,283.0,3.0
17-10-18_00,3.5,14.3,9.1,0.0,223.0,2.0
17-10-19_00,11.2,19.1,15.1,0.0,246.0,3.0
17-10-20_00,13.4,21.7,17.0,0.0,232.0,3.0
17-10-21_00,10.2,17.5,14.1,0.0,272.0,5.0
17-10-22_00,12.7,21.4,17.0,0.0,252.0,3.0
17-10-23_00,10.6,19.9,15.1,0.0,167.0,1.0
17-10-24_00,10.2,21.0,16.7,0.0,145.0,2.0
17-10-25_00,15.9,23.6,18.3,27.1,162.0,2.0
17-10-26_00,11.9,17.8,15.0,0.0,257.0,2.0
17-10-27_00,9.2,12.6,11.0,1.9,283.0,3.0
