,Temps,pressure station,slp,temperature,dew point,chill,precip1,precip2,precip3,humidite,dir_wind,mod_wind
0,16-40,1050.0,1050.0,14.1,1.4,14.1,0.0,4.13,15.21,42.0,97.0,8.0
